lugar,texto,calificacion,categoria,fuente,idioma_comentario,comentarios_espanol,emojis
Monteverde Country Lodge,"Viel besser als erwartet. Die vielen negativen Rezensionen ließen uns schlimmes erwarten. Als viertes Hotel auf unserer Rundreise hat es uns fast die Lust verdorben dort anzureisen. Als wir gegen 12 ankamen, waren unsere Zimmer noch nichts bezugsfertig, ab 14 Uhr sollten sie fertig sein. Eir überbrückten die Wartezeit mit einem kostenlosen Shuttle ins Schwesterhotel, wo eine supernette Pool-Landschaft (überdacht) und eine Poolbar auf uns wartete. Mit Happy Hour von 2-4 pm haben wir den kompletten Nachmittag da verbracht. Gegenüber ist auch noch ein großer Shopping-Komplex, den man ebenfalls noch besuchen kann.
Das Monteverde Country Lodge ist etwas in die Jahre gekommen, aber Frühstück war in Ordnung und die Zimmer zweckmäßig und sauber. Uns fehlte ein Kühlschrank und das Bad roch manchmal etwas nach Abfluss… Ansonsten war es völlig ok 👌🏻",4.0,alojamiento,google_maps,de,"Mucho mejor de lo esperado. Las numerosas críticas negativas nos hicieron esperar lo peor. Como cuarto hotel de nuestro recorrido, casi echó a perder nuestro deseo de viajar allí. Cuando llegamos alrededor de las 12, nuestras habitaciones aún no estaban listas; Deberían estar listos a las 2 p.m. Eir acortó el tiempo de espera con un servicio de transporte gratuito al hotel hermano, donde nos esperaban una zona de piscina súper bonita (cubierta) y un bar en la piscina. Con happy hour de 2 a 4 pm, pasamos toda la tarde allí. También hay un gran complejo comercial enfrente que también puedes visitar.
El Monteverde Country Lodge es un poco viejo, pero el desayuno estaba bien y las habitaciones eran funcionales y limpias. Nos faltaba una nevera y el baño a veces olía un poco a desagüe... Por lo demás, todo estaba bien",👌🏻
Monteverde Country Lodge,Lejos del pueblo no en distancia pero si en esfuerzo por las subidas. Dice que tiene piscina pero es en otro hotel que no está cerca.,4.0,alojamiento,google_maps,es,Lejos del pueblo no en distancia pero si en esfuerzo por las subidas. Dice que tiene piscina pero es en otro hotel que no está cerca.,
Monteverde Country Lodge,"Uns wurde mit der frech erfundenen Lüge eines technischen Problems im Zimmer das Zimmer gegen unseren Willen gegen ein schlechteres getauscht, damit ein anderer Gast dort einziehen konnte. Reklamation liefen ins Leere, Der zuständige Hotelmanager war nicht erreichbar und die Dame an der Rezeption konnte und wollte uns nicht helfen.",,alojamiento,google_maps,de,"Con la descarada mentira de un problema técnico en la habitación, nuestra habitación fue cambiada contra nuestra voluntad por una peor para que pudiera mudarse otro huésped. Las quejas quedaron en nada, el gerente del hotel a cargo no estaba disponible y la señora de la recepción no pudo ni quiso ayudarnos.",
Restaurante Mi Finca,Enkelt rastställe vid motorvägen. Gott kaffe.,3.0,restaurante,google_maps,sv,Fácil parada de descanso junto a la autovía. Buen café.,
Restaurante Mi Finca,Beautiful restaurant! The food was so fresh and flavorful. Coffee was the best I have had. The restaurant has a cute gift shop for souvenirs. The staff speaks English and are very friendly.,5.0,restaurante,google_maps,en,Hermoso restaurante! La comida era muy fresca y sabrosa. El café fue el mejor que he probado. El restaurante tiene una linda tienda de regalos para comprar souvenirs. El personal habla inglés y es muy amable.,
Restaurante Mi Finca,Rica repostería,4.0,restaurante,google_maps,unknown,Rica repostería,
Restaurante Mi Finca,Buena repostería.,4.0,restaurante,google_maps,unknown,Buena repostería.,
Restaurante Mi Finca,Excelente 👌🏽,5.0,restaurante,google_maps,unknown,Excelente,👌🏽
Restaurante Mi Finca,La chuleta demasiado!!!,5.0,restaurante,google_maps,es,La chuleta demasiado!!!,
Restaurante Mi Finca,My food came out quickly and the service was fantastic.,4.0,restaurante,google_maps,en,Mi comida salió rápidamente y el servicio fue fantástico.,
Restaurante Mi Finca,"Si viajás hacia Guanacaste, ya sea por la Interamericana hasta Liberia, o atravesando el Puente de la Amistad, este lugar es idóneo para estirar piernas, usar los sanitarios; comer algo o hasta por un cafecito nada mas.",5.0,restaurante,google_maps,es,"Si viajás hacia Guanacaste, ya sea por la Interamericana hasta Liberia, o atravesando el Puente de la Amistad, este lugar es idóneo para estirar piernas, usar los sanitarios; comer algo o hasta por un cafecito nada mas.",
Restaurante Mi Finca,Das Essen war von der Preis-Leistung höchstens mittelmäßig. Das Personal war schnell und aufmerksam und das Ambiente fand ich auch eher durchschnittlich. Da habe ich bei meiner Reise durch Costa Rica bereits weitaus besseres Ambiente mit dazugehörigem Essen bekommen.,3.0,restaurante,google_maps,de,La comida era mediocre en el mejor de los casos en términos de relación calidad-precio. El personal fue rápido y atento y el ambiente me pareció bastante normal. Durante mi viaje por Costa Rica he tenido mucho mejor ambiente y comida.,
Restaurante Mi Finca,"El lugar es muy familiar, tiene de todo para niños, desde vasos y platos para que sea más fácil, la comida estuvo bien, el precio también, tal vez un poco elevado, pero pensaría que es lo normal en toda esa zona.",4.0,restaurante,google_maps,es,"El lugar es muy familiar, tiene de todo para niños, desde vasos y platos para que sea más fácil, la comida estuvo bien, el precio también, tal vez un poco elevado, pero pensaría que es lo normal en toda esa zona.",
Monteverde Country Lodge,"Cannot believe there is no pool as advertised as  promised , extremely disappointed. The pictures on the website extremely misleading
The room I was allocated was in a dark corner & the one I was changed to not much better, it got no sun at all. 😢
The balcony was very small just about able to fit one chair.
My safe was broken and I was unable to access Netflix.. on the TV.
No options to make tea.. just coffee.. 😕
The breakfast area was over crowded and no space
Very disappointing stay .
I wouldn't recommend",3.0,alojamiento,google_maps,en,"No puedo creer que no haya un grupo como se anuncia y se promete, estoy extremadamente decepcionado. Las imágenes del sitio web son extremadamente engañosas.
La habitación que me asignaron estaba en un rincón oscuro y la que me cambiaron no era mucho mejor, no recibía ningún sol. 
El balcón era muy pequeño, apenas cabía una silla.
Mi caja fuerte estaba rota y no pude acceder a Netflix... en el televisor.
No hay opciones para hacer té.. solo café.. 
La zona del desayuno estaba abarrotada y no había espacio.
Estancia muy decepcionante.
no lo recomendaría",😢 😕
Monteverde Country Lodge,It’s such a beautiful place to stay. The gardens are lovely and very well kept. The whole place feels calm and peaceful. The hotel food was amazing. The girl at the front desk was very sweet and helped us book tours and call a taxi. We really enjoyed our stay.,5.0,alojamiento,google_maps,en,Es un lugar tan hermoso para quedarse. Los jardines son preciosos y están muy bien cuidados. Todo el lugar se siente tranquilo y pacífico. La comida del hotel fue increíble. La chica de recepción fue muy amable y nos ayudó a reservar excursiones y llamar un taxi. Realmente disfrutamos de nuestra estancia.,
Monteverde Country Lodge,"We had a very nice experience at this hotel. It’s close enough to town to allow us to walk to several activities in town, and staff were very attentive. Several staff were constantly working to clean the facility. Several areas to relax in beautiful surroundings.",,alojamiento,google_maps,en,"Tuvimos una experiencia muy agradable en este hotel. Está lo suficientemente cerca de la ciudad como para permitirnos caminar a varias actividades en la ciudad, y el personal fue muy atento. Varios miembros del personal trabajaban constantemente para limpiar las instalaciones. Varias zonas para relajarse en un bello entorno.",
Monteverde Country Lodge,Das Zimmer war ausreichend. Allerdings wurde ich am Morgen durch die Aktivität des Küchenpersonal schon um 5.30 geweckt dann kamen die ersten Gäste so dass man eigentlich selbst aufstehen kann. Das Essen ist o.k. und auch die Zimmer sauber,,alojamiento,google_maps,de,"La habitación era suficiente. Sin embargo, a las 5:30 de la mañana me despertó la actividad del personal de cocina y luego llegaron los primeros invitados, así que puedes levantarte tú mismo. La comida está bien. y también las habitaciones limpias",
Monteverde Country Lodge,Estupendo,5.0,alojamiento,google_maps,unknown,Estupendo,
Monteverde Country Lodge,We had a wonderful stay here with our young children. The grounds were beautiful and the staff were so friendly and helpful. The rooms were basic but clean. The town wasn’t walkable with young children but for adults would be fine.,5.0,alojamiento,google_maps,en,"Tuvimos una estancia maravillosa aquí con nuestros hijos pequeños. Los jardines eran preciosos y el personal era muy amable y servicial. Las habitaciones eran básicas pero limpias. La ciudad no era transitable con niños pequeños, pero para adultos estaría bien.",
Monteverde Country Lodge,"Unser jetziges Zimmer ist ok,  dass zuvor angebotene war ein finsteres, kleines Loch. Es gibt einen schönen Aufenthaltsraum, das Frühstück ist gut.",3.0,alojamiento,google_maps,de,"Nuestra habitación actual está bien, la que nos ofrecieron anteriormente era un agujero pequeño y oscuro. Hay un bonito salón, el desayuno es bueno.",
Monteverde Country Lodge,"Das mit Abstand schlechteste Hotel - geht gar nicht! Laut, kleine hellhörige Zimmer ohne Stühle",1.0,alojamiento,google_maps,de,"De lejos, el peor hotel, ¡imposible! Habitaciones ruidosas, pequeñas y ruidosas sin sillas.",
Monteverde Country Lodge,hotel charmant mais chambre petite et bruyante selon l’emplacement.,3.0,alojamiento,google_maps,fr,Hotel con encanto pero habitación pequeña y ruidosa dependiendo de la ubicación.,
Monteverde Country Lodge,In die Jahre gekommen. Kalt. Kein gutes Frühstück. Ich würde hier nicht wieder übernachten,2.0,alojamiento,google_maps,de,Envejecer. Frío. No es un buen desayuno. No me alojaría aquí de nuevo,
Monteverde Country Lodge,Excellente surprise !|Nous nous sommes retrouvés par hasard dans cet hôtel restaurant pour deux nuits. |La chambre était certes modeste mais la qualité de l’accueil (Yomar à l’hôtel et Andrea au restaurant) a largement compensé un premier abord mitigé.|Und belle découverte !,,alojamiento,google_maps,fr,"¡Excelente sorpresa! Nos encontramos por casualidad en el restaurante de este hotel durante dos noches. La habitación era ciertamente modesta, pero la calidad de la acogida (Yomar en el hotel y Andrea en el restaurante) compensó con creces la primera impresión mixta. ¡Y un gran descubrimiento!",
Monteverde Country Lodge,Selbst für Touristen teuer...,2.0,alojamiento,google_maps,de,Caro incluso para los turistas...,
Monteverde Country Lodge,Muy lindo hotel con hermosos jardines.,5.0,alojamiento,google_maps,es,Muy lindo hotel con hermosos jardines.,
Monteverde Country Lodge,Es un hotel muy lindo con hermosos jardines y decoraciones para recorrer y desconectarse un rato. También tiene juegos para niños.,,alojamiento,google_maps,es,Es un hotel muy lindo con hermosos jardines y decoraciones para recorrer y desconectarse un rato. También tiene juegos para niños.,
Monteverde Country Lodge,"De kamers hebben een charmante uitstraling, maar zijn wel aan vernieuwing toe. Helaas zijn ze ook erg gehorig, waardoor geluiden van de buren duidelijk te horen zijn.",4.0,alojamiento,google_maps,nl,"Las habitaciones tienen un aspecto encantador, pero necesitan una renovación. Desafortunadamente, también son muy ruidosos, por lo que se pueden escuchar claramente los sonidos de los vecinos.",
Restaurante Mi Finca,Large salads and great coffee,5.0,restaurante,google_maps,en,Ensaladas abundantes y buen café.,
Restaurante Mi Finca,"Super rico no es tan caro y se ven la lapas
Muy bueno",5.0,restaurante,google_maps,es,"Super rico no es tan caro y se ven la lapas
Muy bueno",
Restaurante Mi Finca,"Passage obligé entre San José et Sámara, c'est la halte idéale pour un Cappuccino et/ou un desayuno typique du Costa Rica ! En prime vous pourrez observer les Haras qui ont eus domicile dans les arbres du parking ! 🤩🌴🙏",5.0,restaurante,google_maps,fr,"Paso obligado entre San José y Sámara, ¡es la escala ideal para un capuchino y/o un desayuno típico costarricense! ¡Como beneficio adicional, podrás observar las yeguadas que se han instalado en los árboles del aparcamiento!",🤩🌴🙏
